Time	TH	ErrTH	H	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[EMT--CCA]	ErrProb[EMT--CCA]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--CCA]	ErrProb[Metastasis--EMT--CCA]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CCA]	ErrProb[Migration--EMT--Invasion--CCA]	Prob[EMT--Invasion--Apoptosis--CCA]	ErrProb[EMT--Invasion--Apoptosis--CCA]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Invasion--Apoptosis--CCA]	ErrProb[Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--EMT--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Migration--EMT--Apoptosis--CCA]	ErrProb[Migration--EMT--Apoptosis--CCA]	Prob[EMT--Apoptosis--CCA]	ErrProb[EMT--Apoptosis--CCA]	Prob[Metastasis--EMT--Invasion--CCA]	ErrProb[Metastasis--EMT--Invasion--CCA]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[CCA]	ErrProb[CCA]	Prob[Migration--Metastasis--EMT--CCA]	ErrProb[Migration--Metastasis--EMT--CCA]	Prob[Apoptosis--CCA]	ErrProb[Apoptosis--CCA]	Prob[EMT--Invasion--CCA]	ErrProb[EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Migration--EMT--CCA]	ErrProb[Migration--EMT--CCA]	Prob[Invasion--CCA]	ErrProb[Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--CCA]	Prob[Apoptosis]	ErrProb[Apoptosis]	
13.3000	0.0068	0.0004	1.9350	0	0	0.000020	0.000020	0.033224	0.000801	0.000184	0.000060	0.000291	0.000075	0.001182	0.000150	0	0	0.000040	0.000028	0	0	0.010421	0.000449	0.000094	0.000041	0	0	0.000220	0.000066	0.000004	0.000004	0.000178	0.000059	0	0	0.000011	0.000011	0	0	0	0	0.013543	0.000512	0.000020	0.000020	0.483654	0.002235	0.009324	0.000425	0	0	0	0	0.000448	0.000091	0.239082	0.001907	0.000020	0.000020	0.000040	0.000028	0	0	0.006143	0.000345	0.200174	0.001789	0.001682	0.000181	
13.4000	0.0067	0.0004	1.9319	0	0	0.000018	0.000018	0.033303	0.000802	0.000187	0.000060	0.000294	0.000074	0.001145	0.000149	0	0	0.000040	0.000028	0	0	0.010235	0.000443	0.000097	0.000043	0	0	0.000228	0.000067	0.000005	0.000005	0.000189	0.000060	0	0	0	0	0	0	0	0	0.013212	0.000506	0.000020	0.000020	0.483640	0.002235	0.009132	0.000421	0	0	0	0	0.000476	0.000096	0.238834	0.001906	0.000020	0.000020	0.000020	0.000020	0	0	0.006132	0.000346	0.201128	0.001792	0.001646	0.000179	
13.5000	0.0064	0.0004	1.9290	0	0	0	0	0.033223	0.000800	0.000155	0.000054	0.000338	0.000078	0.001105	0.000147	0	0	0.000040	0.000028	0	0	0.010084	0.000440	0.000100	0.000045	0	0	0.000217	0.000066	0.000020	0.000020	0.000188	0.000060	0	0	0	0	0	0	0	0	0.012908	0.000499	0.000020	0.000020	0.483702	0.002234	0.008987	0.000415	0	0	0	0	0.000488	0.000096	0.238402	0.001904	0.000020	0.000020	0.000020	0.000020	0	0	0.006040	0.000342	0.202214	0.001795	0.001729	0.000181	
13.6000	0.0063	0.0004	1.9237	0	0	0	0	0.033164	0.000800	0.000179	0.000060	0.000218	0.000064	0.001104	0.000145	0	0	0.000060	0.000034	0	0	0.009703	0.000431	0.000088	0.000041	0	0	0.000200	0.000063	0.000020	0.000020	0.000187	0.000060	0	0	0	0	0	0	0	0	0.012467	0.000491	0.000000	0.000000	0.483832	0.002234	0.008889	0.000415	0	0	0	0	0.000551	0.000101	0.238211	0.001904	0.000020	0.000020	0.000020	0.000020	0	0	0.006002	0.000342	0.203400	0.001799	0.001684	0.000180	
13.7000	0.0063	0.0004	1.9197	0	0	0	0	0.033224	0.000801	0.000178	0.000059	0.000175	0.000059	0.001004	0.000138	0	0	0.000046	0.000029	0	0	0.009327	0.000423	0.000084	0.000040	0.000002	0.000002	0.000219	0.000064	0.000020	0.000020	0.000216	0.000063	0	0	0.000009	0.000009	0	0	0	0	0.012247	0.000487	0	0	0.483728	0.002234	0.008691	0.000410	0	0	0	0	0.000552	0.000103	0.238056	0.001904	0.000020	0.000020	0.000020	0.000020	0	0	0.006077	0.000343	0.204497	0.001803	0.001608	0.000177	
13.8000	0.0060	0.0003	1.9176	0	0	0	0	0.033273	0.000801	0.000161	0.000056	0.000170	0.000057	0.000932	0.000135	0	0	0.000040	0.000028	0	0	0.009065	0.000417	0.000091	0.000041	0.000012	0.000012	0.000231	0.000066	0.000020	0.000020	0.000220	0.000066	0	0	0.000036	0.000025	0	0	0	0	0.012179	0.000486	0	0	0.483404	0.002235	0.008598	0.000407	0	0	0	0	0.000441	0.000093	0.237796	0.001903	0.000020	0.000020	0.000023	0.000020	0	0	0.006081	0.000345	0.205558	0.001806	0.001650	0.000179	
13.9000	0.0059	0.0003	1.9156	0	0	0	0	0.033228	0.000801	0.000186	0.000058	0.000194	0.000061	0.001071	0.000143	0	0	0.000040	0.000028	0	0	0.008889	0.000414	0.000087	0.000040	0.000020	0.000020	0.000180	0.000059	0.000020	0.000020	0.000183	0.000057	0	0	0.000040	0.000028	0	0	0	0	0.011961	0.000482	0	0	0.483295	0.002234	0.008576	0.000406	0	0	0	0	0.000375	0.000083	0.237497	0.001902	0.000020	0.000020	0.000032	0.000023	0	0	0.006025	0.000343	0.206482	0.001810	0.001599	0.000175	
14.0000	0.0056	0.0003	1.9136	0	0	0	0	0.033130	0.000800	0.000160	0.000057	0.000195	0.000061	0.001131	0.000147	0	0	0.000040	0.000028	0	0	0.009022	0.000417	0.000060	0.000035	0.000009	0.000009	0.000188	0.000060	0.000020	0.000020	0.000171	0.000057	0	0	0.000040	0.000028	0	0	0	0	0.011753	0.000476	0	0	0.483124	0.002234	0.008469	0.000404	0	0	0	0	0.000368	0.000083	0.237338	0.001902	0.000009	0.000009	0.000020	0.000020	0	0	0.005888	0.000339	0.207240	0.001812	0.001625	0.000177	
14.1000	0.0055	0.0003	1.9106	0	0	0	0	0.033111	0.000800	0.000173	0.000058	0.000194	0.000060	0.001068	0.000143	0	0	0.000040	0.000028	0	0	0.009024	0.000417	0.000060	0.000035	0	0	0.000205	0.000063	0.000016	0.000016	0.000143	0.000053	0	0	0.000040	0.000028	0	0	0	0	0.011450	0.000471	0	0	0.482991	0.002234	0.008223	0.000399	0	0	0	0	0.000385	0.000085	0.237314	0.001902	0	0	0.000020	0.000020	0	0	0.005890	0.000339	0.208049	0.001814	0.001604	0.000174	
14.2000	0.0054	0.0003	1.9069	0	0	0	0	0.033106	0.000799	0.000121	0.000049	0.000202	0.000063	0.000943	0.000133	0	0	0.000034	0.000024	0	0	0.008856	0.000412	0.000062	0.000031	0	0	0.000184	0.000058	0.000013	0.000013	0.000140	0.000053	0	0	0.000035	0.000025	0	0	0	0	0.011129	0.000465	0	0	0.482832	0.002234	0.007890	0.000390	0	0	0	0	0.000449	0.000092	0.237167	0.001901	0	0	0.000035	0.000025	0	0	0.005994	0.000342	0.209155	0.001818	0.001655	0.000179	
14.3000	0.0055	0.0003	1.9044	0	0	0	0	0.033042	0.000799	0.000120	0.000049	0.000219	0.000064	0.000856	0.000129	0	0	0.000020	0.000020	0	0	0.008647	0.000408	0.000080	0.000040	0	0	0.000180	0.000060	0.000020	0.000020	0.000164	0.000055	0	0	0.000020	0.000020	0	0	0	0	0.011084	0.000464	0	0	0.482669	0.002234	0.007899	0.000391	0	0	0	0	0.000481	0.000095	0.237075	0.001901	0	0	0.000040	0.000028	0	0	0.005812	0.000337	0.209983	0.001821	0.001590	0.000174	
14.4000	0.0055	0.0003	1.9019	0	0	0	0	0.033013	0.000798	0.000104	0.000045	0.000215	0.000063	0.000772	0.000121	0	0	0.000020	0.000020	0	0	0.008497	0.000404	0.000083	0.000040	0	0	0.000177	0.000059	0.000020	0.000020	0.000190	0.000060	0	0	0.000035	0.000025	0	0	0	0	0.010999	0.000462	0	0	0.482579	0.002234	0.007819	0.000388	0	0	0	0	0.000479	0.000096	0.236882	0.001901	0	0	0.000040	0.000028	0	0	0.005710	0.000333	0.210800	0.001823	0.001567	0.000174	
14.5000	0.0053	0.0003	1.8982	0	0	0	0	0.032938	0.000798	0.000134	0.000051	0.000213	0.000063	0.000628	0.000108	0	0	0.000020	0.000020	0	0	0.008392	0.000402	0.000100	0.000045	0	0	0.000127	0.000049	0.000020	0.000020	0.000145	0.000053	0	0	0.000048	0.000029	0	0	0	0	0.010693	0.000455	0	0	0.482583	0.002234	0.007715	0.000387	0	0	0	0	0.000507	0.000099	0.236775	0.001900	0	0	0.000040	0.000028	0	0	0.005740	0.000335	0.211632	0.001826	0.001550	0.000173	
14.6000	0.0052	0.0003	1.8951	0	0	0	0	0.032888	0.000797	0.000098	0.000042	0.000224	0.000065	0.000645	0.000110	0	0	0.000020	0.000020	0	0	0.008191	0.000396	0.000093	0.000042	0	0	0.000122	0.000048	0.000027	0.000021	0.000182	0.000059	0	0	0.000060	0.000035	0	0	0	0	0.010441	0.000451	0	0	0.482517	0.002234	0.007604	0.000383	0	0	0	0	0.000489	0.000097	0.236631	0.001900	0	0	0.000023	0.000020	0	0	0.005638	0.000331	0.212548	0.001829	0.001560	0.000173	
14.7000	0.0050	0.0003	1.8935	0	0	0.000003	0.000003	0.032839	0.000797	0.000100	0.000045	0.000265	0.000071	0.000741	0.000119	0	0	0.000016	0.000016	0	0	0.008096	0.000395	0.000095	0.000042	0	0	0.000089	0.000040	0.000040	0.000028	0.000180	0.000060	0	0	0.000064	0.000035	0	0	0	0	0.010334	0.000448	0	0	0.482450	0.002234	0.007561	0.000381	0	0	0	0	0.000469	0.000096	0.236317	0.001899	0	0	0.000017	0.000017	0	0	0.005428	0.000324	0.213370	0.001832	0.001525	0.000172	
14.8000	0.0050	0.0003	1.8921	0	0	0.000020	0.000020	0.032778	0.000796	0.000114	0.000047	0.000267	0.000071	0.000844	0.000127	0	0	0	0	0	0	0.008106	0.000396	0.000100	0.000045	0.000009	0.000009	0.000064	0.000033	0.000025	0.000021	0.000170	0.000056	0	0	0.000080	0.000040	0	0	0	0	0.010222	0.000447	0	0	0.482385	0.002234	0.007592	0.000383	0	0	0	0	0.000430	0.000090	0.236040	0.001899	0	0	0	0	0	0	0.005158	0.000317	0.214044	0.001834	0.001552	0.000173	
14.9000	0.0048	0.0003	1.8901	0	0	0.000020	0.000020	0.032725	0.000795	0.000098	0.000042	0.000314	0.000077	0.000761	0.000120	0	0	0	0	0	0	0.008039	0.000392	0.000100	0.000045	0.000020	0.000020	0.000079	0.000040	0.000020	0.000020	0.000195	0.000061	0	0	0.000080	0.000040	0	0	0	0	0.010092	0.000443	0	0	0.482249	0.002234	0.007415	0.000378	0	0	0	0	0.000426	0.000090	0.235901	0.001898	0	0	0	0	0	0	0.005053	0.000314	0.214829	0.001836	0.001582	0.000175	
15.0000	0.0048	0.0003	1.8872	0	0	0.000005	0.000005	0.032679	0.000795	0.000080	0.000040	0.000282	0.000074	0.000723	0.000118	0	0	0	0	0	0	0.008044	0.000394	0.000095	0.000043	0.000020	0.000020	0.000102	0.000043	0.000020	0.000020	0.000192	0.000061	0	0	0.000090	0.000041	0	0	0	0	0.009889	0.000439	0	0	0.482175	0.002234	0.007151	0.000373	0	0	0	0	0.000494	0.000099	0.235819	0.001898	0	0	0	0	0	0	0.004956	0.000312	0.215599	0.001839	0.001584	0.000176	
15.1000	0.0050	0.0003	1.8838	0	0	0	0	0.032684	0.000795	0.000080	0.000040	0.000246	0.000068	0.000682	0.000114	0	0	0	0	0	0	0.007864	0.000389	0.000088	0.000041	0.000025	0.000021	0.000114	0.000047	0.000032	0.000023	0.000154	0.000053	0	0	0.000080	0.000040	0	0	0	0	0.009841	0.000438	0	0	0.482155	0.002234	0.006967	0.000366	0	0	0	0	0.000526	0.000099	0.235633	0.001897	0	0	0.000005	0.000005	0	0	0.004882	0.000310	0.216423	0.001841	0.001520	0.000171	
15.2000	0.0050	0.0003	1.8795	0	0	0	0	0.032765	0.000796	0.000094	0.000042	0.000204	0.000063	0.000684	0.000115	0	0	0	0	0	0	0.007729	0.000387	0.000080	0.000040	0.000040	0.000028	0.000143	0.000052	0.000040	0.000028	0.000181	0.000057	0	0	0.000065	0.000035	0	0	0	0	0.009536	0.000430	0	0	0.482252	0.002234	0.006810	0.000364	0	0	0	0	0.000482	0.000097	0.235537	0.001897	0	0	0.000004	0.000004	0	0	0.004647	0.000302	0.217236	0.001843	0.001472	0.000169	
15.3000	0.0049	0.0003	1.8753	0	0	0	0	0.032818	0.000796	0.000067	0.000035	0.000226	0.000066	0.000709	0.000116	0	0	0	0	0	0	0.007481	0.000379	0.000064	0.000035	0.000024	0.000020	0.000129	0.000050	0.000038	0.000024	0.000203	0.000062	0	0	0.000060	0.000035	0	0	0	0	0.009381	0.000426	0	0	0.482167	0.002234	0.006767	0.000362	0	0	0	0	0.000467	0.000093	0.235492	0.001897	0.000010	0.000010	0	0	0	0	0.004391	0.000293	0.218110	0.001846	0.001396	0.000163	
15.4000	0.0049	0.0003	1.8713	0	0	0	0	0.032886	0.000797	0.000060	0.000035	0.000212	0.000064	0.000721	0.000116	0	0	0	0	0	0	0.007497	0.000381	0.000060	0.000035	0.000020	0.000020	0.000120	0.000049	0.000020	0.000020	0.000236	0.000068	0	0	0.000060	0.000035	0	0	0	0	0.009072	0.000420	0	0	0.482270	0.002234	0.006595	0.000358	0	0	0	0	0.000423	0.000092	0.235427	0.001897	0.000006	0.000006	0.000008	0.000008	0	0	0.004287	0.000289	0.218730	0.001848	0.001290	0.000157	
15.5000	0.0050	0.0003	1.8689	0	0	0	0	0.032909	0.000797	0.000080	0.000040	0.000219	0.000062	0.000683	0.000114	0	0	0	0	0	0	0.007126	0.000370	0.000068	0.000035	0.000002	0.000002	0.000118	0.000045	0.000020	0.000020	0.000218	0.000064	0	0	0.000066	0.000035	0	0	0	0	0.008915	0.000418	0	0	0.482120	0.002234	0.006604	0.000358	0	0	0	0	0.000446	0.000092	0.235248	0.001896	0	0	0.000020	0.000020	0	0	0.004227	0.000287	0.219588	0.001850	0.001323	0.000160	
15.6000	0.0051	0.0003	1.8658	0	0	0	0	0.032892	0.000797	0.000080	0.000040	0.000206	0.000063	0.000685	0.000111	0	0	0	0	0	0	0.006900	0.000364	0.000091	0.000041	0	0	0.000069	0.000036	0.000020	0.000020	0.000238	0.000067	0	0	0.000097	0.000044	0	0	0	0	0.008742	0.000412	0	0	0.481922	0.002234	0.006397	0.000352	0	0	0	0	0.000427	0.000092	0.235268	0.001896	0	0	0.000031	0.000023	0	0	0.004267	0.000288	0.220429	0.001853	0.001239	0.000153	
15.7000	0.0050	0.0003	1.8637	0	0	0	0	0.032823	0.000796	0.000085	0.000040	0.000171	0.000055	0.000816	0.000125	0	0	0	0	0	0	0.006715	0.000359	0.000080	0.000040	0	0	0.000060	0.000035	0.000020	0.000020	0.000192	0.000060	0	0	0.000100	0.000045	0	0	0	0	0.008665	0.000411	0	0	0.481836	0.002234	0.006412	0.000351	0	0	0	0	0.000425	0.000090	0.234993	0.001895	0	0	0.000040	0.000028	0	0	0.004046	0.000281	0.221247	0.001856	0.001273	0.000157	
15.8000	0.0050	0.0003	1.8610	0	0	0	0	0.032813	0.000796	0.000100	0.000045	0.000138	0.000050	0.000806	0.000125	0	0	0	0	0	0	0.006559	0.000355	0.000080	0.000040	0	0	0.000071	0.000036	0.000017	0.000017	0.000192	0.000058	0	0	0.000117	0.000048	0	0	0	0	0.008661	0.000410	0	0	0.481685	0.002234	0.006272	0.000348	0	0	0	0	0.000440	0.000091	0.234930	0.001895	0	0	0.000058	0.000034	0	0	0.003850	0.000275	0.222014	0.001858	0.001198	0.000151	
15.9000	0.0049	0.0003	1.8579	0	0	0	0	0.032806	0.000796	0.000116	0.000048	0.000118	0.000047	0.000773	0.000121	0	0	0	0	0	0	0.006470	0.000353	0.000083	0.000040	0	0	0.000113	0.000044	0	0	0.000157	0.000052	0	0	0.000117	0.000048	0	0	0	0	0.008512	0.000407	0	0	0.481649	0.002234	0.006173	0.000346	0	0	0	0	0.000382	0.000085	0.234808	0.001895	0	0	0.000045	0.000029	0	0	0.003805	0.000273	0.222691	0.001860	0.001182	0.000151	
16.0000	0.0047	0.0003	1.8565	0	0	0	0	0.032786	0.000796	0.000129	0.000050	0.000147	0.000053	0.000763	0.000122	0	0	0	0	0	0	0.006255	0.000348	0.000109	0.000044	0	0	0.000103	0.000045	0	0	0.000171	0.000058	0	0	0.000090	0.000041	0	0	0	0	0.008442	0.000405	0	0	0.481524	0.002234	0.006165	0.000346	0	0	0	0	0.000346	0.000082	0.234525	0.001894	0	0	0.000040	0.000028	0	0	0.003756	0.000271	0.223424	0.001862	0.001224	0.000152	
16.1000	0.0047	0.0003	1.8562	0	0	0	0	0.032684	0.000795	0.000153	0.000054	0.000172	0.000056	0.000760	0.000121	0	0	0	0	0	0	0.006158	0.000345	0.000121	0.000049	0	0	0.000133	0.000051	0	0	0.000175	0.000057	0	0	0.000080	0.000040	0	0	0	0	0.008482	0.000406	0	0	0.481466	0.002234	0.006148	0.000345	0	0	0	0	0.000327	0.000078	0.234212	0.001893	0	0	0.000040	0.000028	0	0	0.003715	0.000269	0.223977	0.001864	0.001197	0.000153	
16.2000	0.0047	0.0003	1.8531	0	0	0	0	0.032669	0.000795	0.000160	0.000055	0.000163	0.000056	0.000806	0.000123	0	0	0	0	0	0	0.006169	0.000345	0.000107	0.000045	0	0	0.000108	0.000046	0	0	0.000145	0.000053	0	0	0.000084	0.000040	0	0	0	0	0.008397	0.000404	0	0	0.481416	0.002234	0.005955	0.000339	0	0	0	0	0.000304	0.000076	0.234147	0.001893	0	0	0.000021	0.000016	0	0	0.003730	0.000270	0.224557	0.001866	0.001062	0.000141	
16.3000	0.0045	0.0003	1.8518	0	0	0	0	0.032624	0.000794	0.000160	0.000055	0.000157	0.000054	0.000801	0.000123	0	0	0	0	0	0	0.006143	0.000344	0.000103	0.000045	0	0	0.000100	0.000045	0	0	0.000106	0.000045	0	0	0.000097	0.000044	0	0	0	0	0.008401	0.000404	0	0	0.481304	0.002234	0.005801	0.000336	0	0	0	0	0.000376	0.000084	0.233943	0.001893	0	0	0	0	0	0	0.003752	0.000271	0.225122	0.001867	0.001010	0.000139	
16.4000	0.0045	0.0003	1.8501	0	0	0	0	0.032627	0.000794	0.000160	0.000057	0.000174	0.000057	0.000702	0.000117	0	0	0	0	0	0	0.005867	0.000336	0.000122	0.000047	0	0	0.000106	0.000045	0	0	0.000137	0.000052	0	0	0.000071	0.000036	0	0	0	0	0.008341	0.000403	0	0	0.481157	0.002234	0.005668	0.000332	0	0	0	0	0.000399	0.000087	0.233805	0.001892	0	0	0	0	0	0	0.003796	0.000273	0.225805	0.001869	0.001063	0.000143	
16.5000	0.0043	0.0003	1.8467	0	0	0	0	0.032709	0.000795	0.000160	0.000057	0.000170	0.000055	0.000634	0.000112	0	0	0	0	0	0	0.005755	0.000334	0.000122	0.000049	0	0	0.000100	0.000045	0	0	0.000144	0.000052	0	0	0.000054	0.000032	0	0	0	0	0.008241	0.000401	0	0	0.481002	0.002234	0.005584	0.000329	0	0	0	0	0.000380	0.000086	0.233846	0.001892	0	0	0	0	0	0	0.003697	0.000269	0.226423	0.001871	0.000980	0.000136	
16.6000	0.0040	0.0003	1.8450	0	0	0	0	0.032715	0.000795	0.000149	0.000053	0.000148	0.000053	0.000714	0.000116	0	0	0	0	0	0	0.005632	0.000329	0.000112	0.000046	0	0	0.000093	0.000042	0.000008	0.000008	0.000126	0.000045	0	0	0.000039	0.000028	0	0	0	0	0.008210	0.000399	0	0	0.480873	0.002234	0.005472	0.000325	0	0	0	0	0.000396	0.000086	0.233663	0.001892	0	0	0.000006	0.000006	0	0	0.003615	0.000266	0.227075	0.001873	0.000953	0.000133	
16.7000	0.0037	0.0003	1.8426	0	0	0	0	0.032715	0.000795	0.000168	0.000057	0.000134	0.000050	0.000726	0.000119	0	0	0	0	0	0	0.005441	0.000322	0.000079	0.000038	0	0	0.000100	0.000045	0.000020	0.000020	0.000122	0.000049	0	0	0.000026	0.000021	0	0	0	0	0.008174	0.000399	0	0	0.480792	0.002234	0.005567	0.000328	0	0	0	0	0.000351	0.000082	0.233429	0.001891	0	0	0	0	0	0	0.003422	0.000258	0.227770	0.001875	0.000965	0.000136	
16.8000	0.0038	0.0003	1.8416	0	0	0	0	0.032701	0.000795	0.000172	0.000058	0.000120	0.000049	0.000722	0.000118	0	0	0	0	0	0	0.005329	0.000321	0.000060	0.000035	0	0	0.000100	0.000045	0.000020	0.000020	0.000129	0.000049	0	0	0.000037	0.000026	0	0	0	0	0.008193	0.000400	0	0	0.480683	0.002234	0.005488	0.000326	0	0	0	0	0.000364	0.000084	0.233129	0.001890	0	0	0	0	0	0	0.003294	0.000254	0.228411	0.001877	0.001049	0.000143	
16.9000	0.0039	0.0003	1.8385	0	0	0	0	0.032641	0.000794	0.000166	0.000055	0.000108	0.000045	0.000692	0.000116	0	0	0	0	0	0	0.005126	0.000313	0.000045	0.000029	0	0	0.000090	0.000041	0.000020	0.000020	0.000146	0.000052	0	0	0.000029	0.000022	0	0	0	0	0.008008	0.000395	0	0	0.480714	0.002234	0.005526	0.000327	0	0	0	0	0.000372	0.000084	0.233024	0.001890	0	0	0	0	0	0	0.003190	0.000249	0.229040	0.001879	0.001063	0.000144	
17.0000	0.0038	0.0003	1.8346	0	0	0	0	0.032698	0.000795	0.000170	0.000056	0.000119	0.000048	0.000699	0.000116	0	0	0	0	0	0	0.004901	0.000306	0.000022	0.000020	0	0	0.000084	0.000040	0.000032	0.000023	0.000139	0.000049	0	0	0.000020	0.000020	0	0	0	0	0.007797	0.000389	0	0	0.480722	0.002234	0.005450	0.000324	0	0	0	0	0.000320	0.000078	0.232899	0.001890	0.000000	0.000000	0.000004	0.000004	0	0	0.003170	0.000249	0.229776	0.001881	0.000978	0.000137	
17.1000	0.0035	0.0003	1.8319	0	0	0	0	0.032688	0.000795	0.000192	0.000061	0.000094	0.000041	0.000623	0.000109	0	0	0	0	0	0	0.004921	0.000309	0.000029	0.000022	0	0	0.000086	0.000040	0	0	0.000101	0.000045	0	0	0.000002	0.000002	0	0	0	0	0.007797	0.000389	0	0	0.480726	0.002234	0.005377	0.000323	0	0	0	0	0.000301	0.000075	0.232682	0.001889	0.000020	0.000020	0.000008	0.000008	0	0	0.003090	0.000246	0.230335	0.001883	0.000930	0.000134	
17.2000	0.0034	0.0003	1.8305	0	0	0	0	0.032698	0.000795	0.000176	0.000058	0.000107	0.000045	0.000620	0.000110	0	0	0	0	0	0	0.004843	0.000305	0.000055	0.000032	0.000019	0.000019	0.000065	0.000035	0	0	0.000096	0.000042	0	0	0	0	0	0	0	0	0.007694	0.000387	0	0	0.480674	0.002234	0.005298	0.000321	0	0	0	0	0.000291	0.000073	0.232473	0.001889	0.000020	0.000020	0.000020	0.000020	0	0	0.003097	0.000246	0.230877	0.001884	0.000878	0.000131	
17.3000	0.0032	0.0003	1.8287	0	0	0	0	0.032684	0.000795	0.000187	0.000060	0.000142	0.000051	0.000584	0.000105	0	0	0	0	0	0	0.004699	0.000301	0.000060	0.000035	0.000020	0.000020	0.000062	0.000035	0	0	0.000088	0.000040	0	0	0	0	0	0	0	0	0.007570	0.000384	0	0	0.480622	0.002234	0.005281	0.000320	0	0	0	0	0.000287	0.000074	0.232357	0.001888	0.000020	0.000020	0.000020	0.000020	0	0	0.003014	0.000242	0.231408	0.001886	0.000895	0.000133	
17.4000	0.0031	0.0003	1.8272	0	0	0	0	0.032655	0.000794	0.000186	0.000060	0.000143	0.000053	0.000591	0.000106	0	0	0	0	0	0	0.004751	0.000303	0.000060	0.000035	0.000020	0.000020	0.000080	0.000040	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0.007365	0.000379	0	0	0.480680	0.002234	0.005172	0.000316	0	0	0	0	0.000272	0.000070	0.232171	0.001888	0.000020	0.000020	0.000020	0.000020	0	0	0.003034	0.000244	0.231830	0.001887	0.000869	0.000129	
17.5000	0.0031	0.0003	1.8247	0	0	0	0	0.032632	0.000794	0.000156	0.000055	0.000158	0.000056	0.000562	0.000104	0	0	0	0	0	0	0.004667	0.000300	0.000060	0.000035	0.000031	0.000023	0.000065	0.000035	0	0	0.000060	0.000034	0	0	0	0	0	0	0	0	0.007125	0.000372	0	0	0.480664	0.002234	0.005246	0.000319	0	0	0	0	0.000260	0.000071	0.232120	0.001888	0.000020	0.000020	0.000037	0.000026	0	0	0.002903	0.000237	0.232346	0.001888	0.000887	0.000130	
17.6000	0.0031	0.0003	1.8228	0	0	0	0	0.032598	0.000794	0.000124	0.000049	0.000200	0.000061	0.000522	0.000099	0	0	0	0	0	0	0.004903	0.000308	0.000058	0.000031	0.000028	0.000021	0.000060	0.000032	0	0	0.000040	0.000028	0	0	0.000011	0.000011	0	0	0	0	0.006856	0.000366	0	0	0.480687	0.002234	0.005070	0.000314	0	0	0	0	0.000259	0.000071	0.232109	0.001888	0.000020	0.000020	0.000040	0.000028	0	0	0.002879	0.000237	0.232670	0.001889	0.000867	0.000131	
17.7000	0.0031	0.0002	1.8207	0	0	0	0	0.032567	0.000793	0.000120	0.000049	0.000252	0.000069	0.000506	0.000099	0	0	0	0	0	0	0.004772	0.000301	0.000064	0.000035	0.000019	0.000019	0.000058	0.000033	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0.006674	0.000360	0	0	0.480682	0.002234	0.005009	0.000311	0	0	0	0	0.000234	0.000066	0.231943	0.001887	0.000020	0.000020	0.000041	0.000026	0	0	0.002893	0.000237	0.233232	0.001891	0.000873	0.000129	
17.8000	0.0032	0.0003	1.8185	0	0	0	0	0.032444	0.000792	0.000120	0.000049	0.000289	0.000075	0.000456	0.000094	0	0	0	0	0	0	0.004567	0.000298	0.000081	0.000040	0	0	0.000059	0.000034	0	0	0.000058	0.000031	0	0	0	0	0	0	0	0	0.006610	0.000359	0	0	0.480565	0.002234	0.005040	0.000313	0	0	0	0	0.000189	0.000059	0.231894	0.001887	0.000020	0.000020	0.000060	0.000035	0	0	0.002830	0.000235	0.233857	0.001893	0.000861	0.000128	
