Time	TH	ErrTH	H	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[EMT--CCA]	ErrProb[EMT--CCA]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--CCA]	ErrProb[Metastasis--EMT--CCA]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CCA]	ErrProb[Migration--EMT--Invasion--CCA]	Prob[EMT--Invasion--Apoptosis--CCA]	ErrProb[EMT--Invasion--Apoptosis--CCA]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Invasion--Apoptosis--CCA]	ErrProb[Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--EMT--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Migration--EMT--Apoptosis--CCA]	ErrProb[Migration--EMT--Apoptosis--CCA]	Prob[EMT--Apoptosis--CCA]	ErrProb[EMT--Apoptosis--CCA]	Prob[Metastasis--EMT--Invasion--CCA]	ErrProb[Metastasis--EMT--Invasion--CCA]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[CCA]	ErrProb[CCA]	Prob[Migration--Metastasis--EMT--CCA]	ErrProb[Migration--Metastasis--EMT--CCA]	Prob[Apoptosis--CCA]	ErrProb[Apoptosis--CCA]	Prob[EMT--Invasion--CCA]	ErrProb[EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Migration--EMT--CCA]	ErrProb[Migration--EMT--CCA]	Prob[Invasion--CCA]	ErrProb[Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--CCA]	Prob[Apoptosis]	ErrProb[Apoptosis]	
34.6000	0.0003	0.0001	1.6798	0	0	0	0	0.031397	0.000780	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000519	0.000100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000467	0.000096	0	0	0.477420	0.002234	0.000411	0.000090	0	0	0	0	0.000040	0.000028	0.224718	0.001867	0	0	0	0	0	0	0.000380	0.000087	0.264510	0.001973	0.000098	0.000044	
34.7000	0.0003	0.0001	1.6788	0	0	0	0	0.031400	0.000780	0.000004	0.000004	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000496	0.000098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460	0.000096	0	0	0.477420	0.002234	0.000395	0.000088	0	0	0	0	0.000040	0.000028	0.224740	0.001867	0	0	0	0	0	0	0.000363	0.000085	0.264581	0.001973	0.000080	0.000040	
34.8000	0.0003	0.0001	1.6781	0	0	0	0	0.031400	0.000780	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000451	0.000093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000469	0.000095	0	0	0.477417	0.002234	0.000376	0.000085	0	0	0	0	0.000040	0.000028	0.224719	0.001867	0	0	0	0	0	0	0.000355	0.000083	0.264672	0.001973	0.000080	0.000040	
34.9000	0.0004	0.0001	1.6781	0	0	0	0	0.031376	0.000780	0	0	0	0	0.000021	0.000020	0	0	0	0	0	0	0.000421	0.000091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000472	0.000097	0	0	0.477388	0.002234	0.000409	0.000089	0	0	0	0	0.000040	0.000028	0.224719	0.001867	0	0	0	0	0	0	0.000351	0.000083	0.264722	0.001973	0.000080	0.000040	
35.0000	0.0004	0.0001	1.6787	0	0	0	0	0.031362	0.000779	0	0	0	0	0.000029	0.000020	0	0	0	0	0	0	0.000448	0.000092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000542	0.000102	0	0	0.477346	0.002234	0.000414	0.000088	0	0	0	0	0.000040	0.000028	0.224666	0.001866	0	0	0	0	0	0	0.000304	0.000076	0.264769	0.001973	0.000080	0.000040	
35.1000	0.0003	0.0001	1.6788	0	0	0	0	0.031360	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000487	0.000098	0	0	0	0	0	0	0	0	0.000005	0.000005	0	0	0	0	0	0	0	0	0.000561	0.000105	0	0	0.477338	0.002234	0.000399	0.000088	0	0	0	0	0.000035	0.000025	0.224639	0.001866	0	0	0	0	0	0	0.000311	0.000078	0.264783	0.001973	0.000062	0.000033	
35.2000	0.0003	0.0001	1.6788	0	0	0	0	0.031362	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000500	0.000098	0	0	0	0	0.000010	0.000010	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000559	0.000104	0	0	0.477320	0.002234	0.000410	0.000088	0	0	0	0	0.000020	0.000020	0.224630	0.001866	0	0	0	0	0	0	0.000270	0.000071	0.264815	0.001973	0.000064	0.000033	
35.3000	0.0002	0.0001	1.6790	0	0	0	0	0.031380	0.000780	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000504	0.000099	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000579	0.000106	0	0	0.477266	0.002234	0.000412	0.000090	0	0	0	0	0.000020	0.000020	0.224634	0.001866	0	0	0	0	0	0	0.000240	0.000069	0.264844	0.001973	0.000062	0.000035	
35.4000	0.0003	0.0001	1.6784	0	0	0	0	0.031357	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000494	0.000099	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000565	0.000106	0	0	0.477276	0.002234	0.000431	0.000091	0	0	0	0	0.000020	0.000020	0.224655	0.001866	0	0	0	0	0	0	0.000212	0.000064	0.264886	0.001973	0.000043	0.000028	
35.5000	0.0002	0.0001	1.6786	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000476	0.000096	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000579	0.000105	0	0	0.477248	0.002234	0.000464	0.000096	0	0	0	0	0.000020	0.000020	0.224635	0.001866	0	0	0	0	0	0	0.000218	0.000064	0.264920	0.001973	0.000040	0.000028	
35.6000	0.0002	0.0001	1.6774	0	0	0	0	0.031371	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000477	0.000095	0	0	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000480	0.000097	0	0	0.477280	0.002234	0.000417	0.000090	0	0	0	0	0.000020	0.000020	0.224659	0.001866	0	0	0	0	0	0	0.000249	0.000070	0.264966	0.001974	0.000021	0.000019	
35.7000	0.0003	0.0001	1.6764	0	0	0	0	0.031380	0.000780	0.000009	0.000009	0	0	0.000017	0.000017	0	0	0	0	0	0	0.000484	0.000095	0	0	0	0	0.000020	0.000020	0	0	0.000011	0.000011	0	0	0	0	0	0	0	0	0.000453	0.000095	0	0	0.477280	0.002234	0.000350	0.000082	0	0	0	0	0.000023	0.000020	0.224687	0.001867	0	0	0	0	0	0	0.000253	0.000070	0.265033	0.001974	0	0	
35.8000	0.0003	0.0001	1.6752	0	0	0	0	0.031400	0.000780	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000439	0.000091	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000418	0.000091	0	0	0.477280	0.002234	0.000328	0.000079	0	0	0	0	0.000040	0.000028	0.224703	0.001867	0	0	0	0	0	0	0.000223	0.000066	0.265130	0.001974	0	0	
35.9000	0.0003	0.0001	1.6745	0	0	0	0	0.031400	0.000780	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000439	0.000094	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000364	0.000084	0	0	0.477283	0.002234	0.000301	0.000077	0	0	0	0	0.000040	0.000028	0.224720	0.001867	0	0	0	0	0	0	0.000233	0.000067	0.265180	0.001974	0	0	
36.0000	0.0002	0.0001	1.6739	0	0	0	0	0.031396	0.000780	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000458	0.000093	0	0	0	0	0.000020	0.000020	0	0	0.000001	0.000001	0	0	0	0	0	0	0	0	0.000292	0.000076	0	0	0.477320	0.002234	0.000276	0.000072	0	0	0	0	0.000039	0.000027	0.224720	0.001867	0	0	0	0	0	0	0.000258	0.000072	0.265201	0.001974	0	0	
36.1000	0.0002	0.0001	1.6741	0	0	0	0	0.031380	0.000780	0.000020	0.000020	0.000015	0.000015	0	0	0	0	0	0	0	0	0.000424	0.000092	0	0	0	0	0.000036	0.000026	0	0	0.000021	0.000020	0	0	0	0	0	0	0	0	0.000312	0.000078	0	0	0.477285	0.002234	0.000319	0.000080	0	0	0	0	0.000019	0.000019	0.224691	0.001867	0	0	0	0	0	0	0.000201	0.000063	0.265276	0.001974	0	0	
36.2000	0.0002	0.0001	1.6739	0	0	0	0	0.031380	0.000780	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000397	0.000088	0	0	0	0	0.000040	0.000028	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0.000307	0.000077	0	0	0.477262	0.002234	0.000310	0.000078	0	0	0	0	0	0	0.224693	0.001867	0	0	0	0	0	0	0.000211	0.000064	0.265320	0.001974	0	0	
36.3000	0.0002	0.0001	1.6736	0	0	0	0	0.031366	0.000779	0.000029	0.000022	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000369	0.000082	0	0	0	0	0.000040	0.000028	0	0	0.000024	0.000017	0	0	0	0	0	0	0	0	0.000325	0.000079	0	0	0.477260	0.002234	0.000315	0.000077	0	0	0	0	0	0	0.224675	0.001866	0	0	0	0	0	0	0.000196	0.000062	0.265380	0.001975	0	0	
36.4000	0.0001	0.0001	1.6734	0	0	0	0	0.031360	0.000779	0.000040	0.000028	0.000047	0.000027	0	0	0	0	0	0	0	0	0.000359	0.000084	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0.000337	0.000081	0	0	0.477275	0.002234	0.000301	0.000077	0	0	0	0	0	0	0.224621	0.001866	0	0	0	0	0	0	0.000180	0.000060	0.265440	0.001975	0	0	
36.5000	0.0001	0.0000	1.6734	0	0	0	0	0.031371	0.000780	0.000040	0.000028	0.000049	0.000030	0	0	0	0	0	0	0	0	0.000347	0.000082	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0.000345	0.000083	0	0	0.477260	0.002234	0.000280	0.000075	0	0	0	0	0	0	0.224600	0.001866	0	0	0	0	0	0	0.000195	0.000062	0.265473	0.001975	0	0	
36.6000	0.0001	0.0000	1.6723	0	0	0	0	0.031380	0.000780	0.000023	0.000020	0.000040	0.000028	0	0	0	0	0	0	0	0	0.000261	0.000069	0	0	0	0	0.000035	0.000025	0	0	0	0	0	0	0	0	0	0	0	0	0.000373	0.000086	0	0	0.477241	0.002234	0.000253	0.000070	0	0	0	0	0	0	0.224587	0.001866	0	0	0	0	0	0	0.000205	0.000063	0.265604	0.001975	0	0	
36.7000	0.0001	0.0000	1.6722	0	0	0	0	0.031380	0.000780	0.000019	0.000019	0.000040	0.000028	0	0	0	0	0	0	0	0	0.000274	0.000072	0.000017	0.000017	0	0	0.000003	0.000003	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000089	0	0	0.477203	0.002234	0.000206	0.000063	0	0	0	0	0	0	0.224580	0.001866	0	0	0	0	0	0	0.000202	0.000063	0.265659	0.001975	0.000017	0.000017	
36.8000	0.0001	0.0000	1.6715	0	0	0	0	0.031380	0.000780	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0.000253	0.000070	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392	0.000088	0	0	0.477200	0.002234	0.000205	0.000063	0	0	0	0	0	0	0.224588	0.001866	0	0	0	0	0	0	0.000188	0.000060	0.265714	0.001975	0.000020	0.000020	
36.9000	0.0001	0.0000	1.6712	0	0	0	0	0.031386	0.000780	0	0	0.000034	0.000025	0	0	0	0	0	0	0	0	0.000260	0.000072	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380	0.000087	0	0	0.477200	0.002234	0.000200	0.000063	0	0	0	0	0	0	0.224603	0.001866	0	0	0	0	0	0	0.000180	0.000060	0.265720	0.001975	0.000017	0.000017	
37.0000	0.0001	0.0000	1.6708	0	0	0	0	0.031400	0.000780	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000271	0.000072	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000376	0.000086	0	0	0.477200	0.002234	0.000185	0.000059	0	0	0	0	0	0	0.224620	0.001866	0	0	0	0	0	0	0.000184	0.000060	0.265724	0.001975	0	0	
37.1000	0.0001	0.0001	1.6706	0	0	0	0	0.031400	0.000780	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000282	0.000074	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343	0.000081	0	0	0.477200	0.002234	0.000176	0.000058	0	0	0	0	0	0	0.224621	0.001866	0	0	0	0	0	0	0.000183	0.000059	0.265746	0.001975	0.000009	0.000009	
37.2000	0.0001	0.0001	1.6709	0	0	0	0	0.031400	0.000780	0	0	0.000020	0.000020	0.000008	0.000008	0	0	0	0	0	0	0.000264	0.000072	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354	0.000084	0	0	0.477196	0.002234	0.000176	0.000059	0	0	0	0	0	0	0.224579	0.001866	0	0	0	0	0	0	0.000180	0.000060	0.265780	0.001976	0.000024	0.000020	
37.3000	0.0002	0.0001	1.6710	0	0	0	0	0.031400	0.000780	0	0	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0.000253	0.000069	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345	0.000082	0	0	0.477186	0.002234	0.000160	0.000057	0	0	0	0	0	0	0.224558	0.001866	0	0	0	0	0	0	0.000197	0.000062	0.265807	0.001976	0.000034	0.000024	
37.4000	0.0001	0.0000	1.6708	0	0	0	0	0.031384	0.000780	0	0	0.000020	0.000020	0.000038	0.000027	0	0	0	0	0	0	0.000180	0.000059	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375	0.000086	0	0	0.477189	0.002234	0.000195	0.000062	0	0	0	0	0	0	0.224507	0.001866	0	0	0	0	0	0	0.000200	0.000063	0.265880	0.001976	0.000031	0.000023	
37.5000	0.0001	0.0000	1.6709	0	0	0	0	0.031380	0.000780	0	0	0.000020	0.000020	0.000040	0.000028	0	0	0	0	0	0	0.000167	0.000056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375	0.000086	0	0	0.477175	0.002234	0.000188	0.000060	0	0	0	0	0	0	0.224485	0.001866	0	0	0	0	0	0	0.000217	0.000066	0.265907	0.001976	0.000045	0.000029	
37.6000	0.0001	0.0000	1.6708	0	0	0	0	0.031380	0.000780	0	0	0.000020	0.000020	0.000038	0.000027	0	0	0	0	0	0	0.000152	0.000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380	0.000087	0	0	0.477160	0.002234	0.000186	0.000060	0	0	0	0	0.000002	0.000002	0.224480	0.001866	0	0	0	0	0	0	0.000200	0.000063	0.265941	0.001976	0.000060	0.000035	
37.7000	0.0001	0.0000	1.6704	0	0	0	0	0.031380	0.000780	0	0	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0.000146	0.000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368	0.000085	0	0	0.477173	0.002234	0.000162	0.000057	0	0	0	0	0.000020	0.000020	0.224479	0.001866	0	0	0	0	0	0	0.000200	0.000063	0.265972	0.001976	0.000060	0.000035	
37.8000	0.0001	0.0000	1.6702	0	0	0	0	0.031380	0.000780	0	0	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0.000112	0.000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364	0.000084	0	0	0.477198	0.002234	0.000179	0.000060	0	0	0	0	0.000020	0.000020	0.224433	0.001866	0	0	0	0	0	0	0.000206	0.000063	0.266008	0.001976	0.000060	0.000035	
37.9000	0.0001	0.0000	1.6698	0	0	0	0	0.031380	0.000780	0	0	0.000020	0.000020	0.000014	0.000014	0	0	0	0	0	0	0.000098	0.000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000358	0.000084	0	0	0.477200	0.002234	0.000179	0.000058	0	0	0	0	0.000026	0.000021	0.224436	0.001866	0	0	0	0	0	0	0.000208	0.000064	0.266035	0.001976	0.000047	0.000029	
38.0000	0.0001	0.0000	1.6692	0	0	0	0	0.031380	0.000780	0	0	0.000020	0.000020	0.000008	0.000008	0	0	0	0	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348	0.000082	0	0	0.477208	0.002234	0.000191	0.000061	0	0	0	0	0.000040	0.000028	0.224437	0.001866	0	0	0	0	0	0	0.000169	0.000057	0.266080	0.001976	0.000040	0.000028	
38.1000	0.0001	0.0000	1.6692	0	0	0	0	0.031366	0.000779	0	0	0.000003	0.000003	0.000020	0.000020	0	0	0	0	0	0	0.000129	0.000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320	0.000080	0	0	0.477220	0.002234	0.000181	0.000057	0	0	0	0	0.000040	0.000028	0.224440	0.001866	0	0	0	0	0	0	0.000160	0.000057	0.266080	0.001976	0.000040	0.000028	
38.2000	0.0001	0.0000	1.6691	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000124	0.000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308	0.000077	0	0	0.477222	0.002234	0.000190	0.000061	0	0	0	0	0.000038	0.000027	0.224440	0.001866	0	0	0	0	0	0	0.000162	0.000057	0.266107	0.001976	0.000047	0.000029	
38.3000	0.0001	0.0000	1.6693	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000111	0.000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291	0.000074	0	0	0.477200	0.002234	0.000200	0.000063	0	0	0	0	0.000020	0.000020	0.224422	0.001866	0	0	0	0	0	0	0.000189	0.000061	0.266129	0.001976	0.000078	0.000039	
38.4000	0.0001	0.0000	1.6691	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000100	0.000045	0	0	0	0	0	0	0	0	0.000005	0.000005	0	0	0	0	0	0	0	0	0.000268	0.000073	0	0	0.477186	0.002234	0.000200	0.000063	0	0	0	0	0.000015	0.000015	0.224449	0.001866	0	0	0	0	0	0	0.000212	0.000064	0.266140	0.001976	0.000065	0.000033	
38.5000	0.0001	0.0000	1.6691	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000101	0.000045	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000280	0.000073	0	0	0.477161	0.002234	0.000209	0.000064	0	0	0	0	0	0	0.224469	0.001866	0	0	0	0	0	0	0.000209	0.000064	0.266140	0.001976	0.000051	0.000030	
38.6000	0.0001	0.0000	1.6688	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000117	0.000048	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000282	0.000075	0	0	0.477178	0.002234	0.000200	0.000062	0	0	0	0	0	0	0.224460	0.001866	0	0	0	0	0	0	0.000184	0.000060	0.266159	0.001976	0.000040	0.000028	
38.7000	0.0001	0.0000	1.6687	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000106	0.000045	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000286	0.000074	0	0	0.477188	0.002234	0.000214	0.000064	0	0	0	0	0	0	0.224446	0.001866	0	0	0	0	0	0	0.000166	0.000056	0.266174	0.001976	0.000040	0.000028	
38.8000	0.0001	0.0000	1.6685	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000105	0.000044	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000282	0.000075	0	0	0.477200	0.002234	0.000230	0.000067	0	0	0	0	0	0	0.224438	0.001866	0	0	0	0	0	0	0.000140	0.000053	0.266186	0.001977	0.000040	0.000028	
38.9000	0.0001	0.0000	1.6683	0	0	0	0	0.031360	0.000779	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000113	0.000047	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000276	0.000074	0	0	0.477200	0.002234	0.000207	0.000064	0	0	0	0	0	0	0.224424	0.001866	0	0	0	0	0	0	0.000140	0.000053	0.266200	0.001977	0.000040	0.000028	
39.0000	0.0001	0.0000	1.6682	0	0	0	0	0.031360	0.000779	0	0	0	0	0.000027	0.000021	0	0	0	0	0	0	0.000146	0.000052	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000247	0.000069	0	0	0.477197	0.002234	0.000182	0.000058	0	0	0	0	0	0	0.224449	0.001866	0	0	0	0	0	0	0.000132	0.000050	0.266200	0.001977	0.000040	0.000028	
39.1000	0.0001	0.0000	1.6686	0	0	0	0	0.031360	0.000779	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.000208	0.000064	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000271	0.000072	0	0	0.477180	0.002234	0.000136	0.000050	0	0	0	0	0	0	0.224429	0.001866	0	0	0	0	0	0	0.000116	0.000047	0.266200	0.001977	0.000040	0.000028	
39.2000	0.0001	0.0000	1.6684	0	0	0	0	0.031360	0.000779	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.000210	0.000064	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000274	0.000074	0	0	0.477180	0.002234	0.000137	0.000052	0	0	0	0	0	0	0.224426	0.001866	0	0	0	0	0	0	0.000100	0.000045	0.266213	0.001977	0.000040	0.000028	
39.3000	0.0001	0.0000	1.6682	0	0	0	0	0.031341	0.000779	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.000200	0.000063	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000260	0.000072	0	0	0.477180	0.002234	0.000139	0.000052	0	0	0	0	0	0	0.224440	0.001866	0	0	0	0	0	0	0.000100	0.000045	0.266240	0.001977	0.000040	0.000028	
39.4000	0.0001	0.0000	1.6684	0	0	0	0	0.031340	0.000779	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.000213	0.000065	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000280	0.000075	0	0	0.477180	0.002234	0.000127	0.000049	0	0	0	0	0	0	0.224420	0.001866	0	0	0	0	0	0	0.000100	0.000045	0.266240	0.001977	0.000040	0.000028	
39.5000	0.0001	0.0000	1.6687	0	0	0	0	0.031331	0.000779	0	0	0	0	0.000043	0.000028	0	0	0	0	0	0	0.000220	0.000066	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000300	0.000077	0	0	0.477180	0.002234	0.000129	0.000050	0	0	0	0	0	0	0.224397	0.001866	0	0	0	0	0	0	0.000100	0.000045	0.266240	0.001977	0.000040	0.000028	
39.6000	0.0001	0.0000	1.6690	0	0	0	0	0.031320	0.000779	0	0	0	0	0.000044	0.000029	0	0	0	0	0	0	0.000221	0.000065	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000312	0.000078	0	0	0.477180	0.002234	0.000134	0.000050	0	0	0	0	0.000016	0.000016	0.224368	0.001866	0	0	0	0	0	0	0.000092	0.000042	0.266253	0.001977	0.000040	0.000028	
39.7000	0.0001	0.0000	1.6689	0	0	0	0	0.031320	0.000779	0	0	0	0	0.000052	0.000031	0	0	0	0	0	0	0.000236	0.000068	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000306	0.000077	0	0	0.477194	0.002234	0.000143	0.000053	0	0	0	0	0.000020	0.000020	0.224348	0.001866	0	0	0	0	0	0	0.000060	0.000035	0.266261	0.001977	0.000040	0.000028	
39.8000	0.0001	0.0000	1.6683	0	0	0	0	0.031320	0.000779	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0.000222	0.000065	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000280	0.000075	0	0	0.477220	0.002234	0.000129	0.000050	0	0	0	0	0.000020	0.000020	0.224352	0.001866	0	0	0	0	0	0	0.000060	0.000035	0.266289	0.001977	0.000028	0.000022	
39.9000	0.0001	0.0000	1.6682	0	0	0	0	0.031303	0.000779	0	0	0	0	0.000068	0.000036	0	0	0	0	0	0	0.000222	0.000066	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0.000267	0.000072	0	0	0.477224	0.002234	0.000135	0.000051	0	0	0	0	0.000000	0.000000	0.224352	0.001866	0	0	0	0	0	0	0.000060	0.000035	0.266300	0.001977	0.000029	0.000022	
40.0000	0.0001	0.0000	1.6683	0	0	0	0	0.031314	0.000779	0	0	0	0	0.000074	0.000037	0	0	0	0	0	0	0.000239	0.000067	0	0	0	0	0	0	0	0	0.000022	0.000020	0	0	0	0	0	0	0	0	0.000266	0.000072	0	0	0.477200	0.002234	0.000115	0.000047	0	0	0	0	0	0	0.224340	0.001866	0	0	0	0	0	0	0.000066	0.000035	0.266325	0.001977	0.000040	0.000028	
40.1000	0.0001	0.0000	1.6674	0	0	0	0	0.031320	0.000779	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0.000199	0.000060	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000255	0.000071	0	0	0.477205	0.002234	0.000084	0.000040	0	0	0	0	0	0	0.224340	0.001866	0	0	0	0	0	0	0.000080	0.000040	0.266397	0.001977	0.000040	0.000028	
